text,label,label_name
SWK Holdings reports Q3 results,2,Neutral
Dow industrials down 50 points as Tuesday morning’s gains evaporate,0,Bearish
"The Corticeira Amorim S.G.P.S (ELI:COR) Share Price Has Gained 224%, So Why Not Pay It Some Attention?",1,Bullish
Materials And Energy Dashboard - Update. https://t.co/4OPnkss3VH #finance #stocks #business,2,Neutral
Indian gold sold at discount as wedding demand disappoints,2,Neutral
These People Own the Most Land in America,2,Neutral
"Nothing on standing repo facility. Somewhere, Pozsar is screaming",2,Neutral
DNA testing company Veritas Genetics is suspending American operations and cutting all U.S. staff after a financing… https://t.co/LZZNsdU41T,0,Bearish
Listen to today's Yahoo Finance Daily presented by @VerizonBusiness: https://t.co/MT5k7AWvdU https://t.co/pgYmd3l0V9,2,Neutral
"With the right safeguards, frontier economies can take advantage of low-cost loans to help their economies and rais… https://t.co/VlxBL9f6Ng",2,Neutral
"Ciena EPS misses by $0.05, beats on revenue",2,Neutral
Bloomberg Gets Backing of Former Navy Secretary Ousted by Trump,2,Neutral
A Look At The Intrinsic Value Of Alfen N.V. (AMS:ALFEN),2,Neutral
Research by the American Bar Association reveals that women now represent just over 22% of all partners and 19% of… https://t.co/KBcD9DVM6c,2,Neutral
Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,0,Bearish
$VREX - Varex Imaging Q1 2020 Earnings Preview https://t.co/AWMo0muWZd,2,Neutral
JPMorgan positive on Five Below into earnings,1,Bullish
5 Bad Decisions That Could Cost You Money at Tax Time,2,Neutral
Deutsche Bank welcomes Capital Group with 3.1% stake,2,Neutral
"$NYCB - New York Community Bancorp, Inc. 2019 Q4 - Results - Earnings Call Presentation. https://t.co/wXqi8TCrS7 #business #markets #finance",2,Neutral
"Janet Yellen says a V-shaped economic recovery ""is possible,' but she is ""worried that the outcome will be worse"" https://t.co/11FIumVTXC",0,Bearish
$RVNC: Revance Therapeutics submitted a BLA to the FDA for DAXI in the treatment of moderate to severe glabellar... https://t.co/G43keJ8eQ2,2,Neutral
DOT watchdog probes pilot training requirements after Boeing 737 Max crashes https://t.co/e59aKdBi3e,0,Bearish
Intellia up 5% on new data from CRSPR/Cas9 programs,1,Bullish
What does a Bridget Riley painting sound like? https://t.co/m7oXEPU4sa,2,Neutral
Morgan Stanley says global growth should recover in 2020 as trade tensions and monetary policy ease,1,Bullish
RT to agree: #Indigenous peoples and communities play a key role in protecting and maintaining the planet’s… https://t.co/tY5qOuvRc4,2,Neutral
Nasdaq up 0.2%,1,Bullish
Budget 2020 Provides ‘Discreet And Considered’ Stimulus: Finance Minister,2,Neutral
Kenya needs to spend $10.2 billion over the next five years if it is to clear a backlog of required new roads and m… https://t.co/e0Lj1tmTUw,2,Neutral
Is First Trust Dow Jones Global Select Dividend ETF (FGD) a Strong ETF Right Now?,2,Neutral
Brazil Caps Record-Breaking Easing Cycle With Final Rate Cut,2,Neutral
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,2,Neutral
The amount of electricity generated from coal jumped 7% in the developing world last year https://t.co/w7O7NKroiV,1,Bullish
"Fed's corporate credit measures to limit buybacks, dividend https://t.co/4FrdSvMV8T",0,Bearish
The underlying trend remains to the downside  #Stock #MarketScreener https://t.co/SnBOfWESuP https://t.co/aw02S6u7Io,0,Bearish
"Algeria to cut oil output by 12,000 bpd under new OPEC deal #economy #MarketScreener https://t.co/cpeDaozf3J https://t.co/IYoYnnKDyH",1,Bullish
Delta's private jet business to gain equity stake in merger with Wheels Up,2,Neutral
$XLE: Sector Briefing: Energy https://t.co/TRUxGKAme7,2,Neutral
Terror Strike Averted With Arrest Of Three With Improvised Explosive Devices In Assam: Delhi Police ,2,Neutral
"U.S. equities edged higher, while European and Asian stocks slipped, as investors sought to gauge the economic hit... https://t.co/GimDRAOMRy",2,Neutral
"She wore black turtlenecks, charmed investors and became a self-made billionaire – but she was also a fraud. Gillia… https://t.co/13Irs4Tv4P",2,Neutral
"China's electric car sales slump, squeezing automakers https://t.co/JizkYc3JRz https://t.co/g9nC7IuOvD",0,Bearish
The Expected and Thrilling Resolution of Oil’s Consolidation,2,Neutral
"Tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out - Reuters",2,Neutral
$BA $EADSY $EADSF - Boeing reports 30 orders of 737 MAX in November https://t.co/zOOFn8b2ip,1,Bullish
"January jobs report: Economy adds 225,000 payrolls, unemployment rate ticks up to 3.6%",1,Bullish
Competition is about to shrink in the online-ticket marketplace https://t.co/ifHAX5gxOU,2,Neutral
$ITUB - Itau Unibanco reports Q4 results https://t.co/Vhzub2JZFq,2,Neutral
Coziron Resources : Multi-Commodity Potential at Shepherds Well Project #CozironResources #Stock #MarketScreener… https://t.co/cARGG7KToa,2,Neutral
US stocks remain near session highs in the early afternoon. Apparently nothing can derail the positive market senti… https://t.co/GUCGLVC6UD,1,Bullish
Stocks wobble in early trade; energy pulls back,0,Bearish
America’s states are increasing their spending at the fastest pace since the end of the Great Recession https://t.co/TbYaIrKXGO,1,Bullish
A Booming Corner of Private Credit Has Some Investors on Edge,0,Bearish
Victory Bancorp declares $0.025 dividend,2,Neutral
What Is Investors Real Estate Trust's (NYSE:IRET) Share Price Doing?,2,Neutral
This week's #economic data releases & forecasts https://t.co/nWoqf7UPiu #AdvIntlTradeInGoods #AdvRetailInventories… https://t.co/bqHJvUPTHE,2,Neutral
SBI Cuts MCLR-Based Lending Rates By 5 Basis Points Across Tenors,2,Neutral
�� Here's why one great whale offers more in the fight against climate than a forest of trees https://t.co/y0UwSQWd8u,2,Neutral
Thomson Resources : AGM - Chairman's Address #ThomsonResources #Stock #MarketScreener https://t.co/iWZBpJ0Eza https://t.co/DojMz764jO,2,Neutral
Futures dip from all-time highs,0,Bearish
Why China's coronavirus is more dangerous for the global economy than SARS was in 2003 https://t.co/diuqsVLFOD via @BW,0,Bearish
Markel Takes the Long-Term View After Another Impressive Year,2,Neutral
New lawsuit seeks to pin blame for 737 MAX on Boeing's board,0,Bearish
$PHUN news out !!!!,2,Neutral
"Stock Market Update: Goldman Sachs, Financials Lead Markets Modestly Higher",1,Bullish
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,2,Neutral
"Central GST Collection At Rs 3.26 Lakh Crore In FY20, Says Anurag Thakur",2,Neutral
Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,0,Bearish
NYC HAS FIRST CORONAVIRUS CASE IN QUEENS: NY DAILY NEWS,2,Neutral
Fed's Williams says interest rates policy is in a good place but 'not locked-in',2,Neutral
"Aker Solutions swings to surprise Q4 net loss, expects drop in 2020 revenue",0,Bearish
"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",0,Bearish
China Threatens Retaliation Should Germany Ban Huawei 5G,2,Neutral
See the latest #broker #ratings changes https://t.co/f9jwmhJP5n $ARWR $CACI $DECK $DKS $ENR $HAS $JD $LYFT $NVDA… https://t.co/BIDhJPNHdU,2,Neutral
Amazon To Open Chinese Store As US Consumer Fades Into Darkness https://t.co/wfxhGTKHwe,2,Neutral
Twitter stock falls after downgrade,0,Bearish
"What Kind Of Shareholder Owns Most CTT - Correios De Portugal, S.A. (ELI:CTT) Stock?",2,Neutral
A psychologist shares the 5 phrases parents should never say to their kids. (via @CNBCMakeIt) https://t.co/kGa8NQQHgj,2,Neutral
BioSyent reports Q3 results,2,Neutral
"Stocks making the biggest moves midday: Amazon, IBM, Delta, Luckin & more https://t.co/ApOoJc0VDJ",2,Neutral
"The worst scramble for cash is happening in an opaque corner of the market, where the Fed has little control, write… https://t.co/1ZddVnhX3j",2,Neutral
Why Walgreens Could Be Valued At $71/Share In A Leveraged Buyout,2,Neutral
Long-Term: Lean Hog Prices Set To Rebound. https://t.co/rUUbENIlsY #markets #finance #investing,1,Bullish
"CEE MARKETS-Forint regains ground before rate meeting, leads FX higher",1,Bullish
Tupperware Brands among consumer gainers; Unilever leads the losers,2,Neutral
Would you like your index fund to pay you a regular rate of return? Try one of these.  https://t.co/zhzUzlqU4S,2,Neutral
Bank of America stock price target raised to $49 from $48 at Oppenheimer,1,Bullish
$KFY - Korn Ferry -2.4% on weak margins https://t.co/DW3Z3lK3PM,0,Bearish
Why Shares of Ubiquiti Tumbled Today,0,Bearish
"Amazon sites could be added to ""Notorious Markets"" list https://t.co/D4yF7dMZzO https://t.co/2kkqzvUdVl",2,Neutral
Harvest Capital Credit declares $0.08 dividend,2,Neutral
Stocks open slightly lower as investors parse trade news,0,Bearish
PG&E Faces a Sprint to Fix Restructuring After Governor’s Rebuke,2,Neutral
"""It Was A Coup. Period"": Tulsi Gabbard Slams US 'Interference' In Bolivia https://t.co/3onatHQ80T",2,Neutral
Edited Transcript of ATKR earnings conference call or presentation 22-Nov-19 1:00pm GMT,2,Neutral
Vista Outdoor Beats Estimates on Improving Firearms Market,1,Bullish
"Michael Bloomberg is joining a crowded 2020 Democratic field, starting his campaign with a $35 million cross-countr… https://t.co/jrBWZ4gYcx",2,Neutral
$INPX buyers into the close,1,Bullish
$DO - Diamond Offshore Drilling Inc. (DO) CEO Marc Edwards on Q4 2019 Results - Earnings Call Transcript.… https://t.co/vEAKAtyady,2,Neutral
$CSLLY - CSL Limited: A Meteoric Rise Despite Risky Bets Highlights Overvaluation. Continue reading:… https://t.co/UNd0d2qMXZ,2,Neutral
"Bojangles’® Makes Key Culinary Hire with Accomplished Chef, Marshall Scarborough",2,Neutral
"S&P 500, Nasdaq hit fresh record highs after China signals IP law reform https://t.co/eRBEEfxHb0 by @emily_mcck https://t.co/dGzn9WD2cU",1,Bullish
Estee Lauder Q2 sales $4.62 bln vs. $4.01 bln; FactSet consensus $4.35 bln,1,Bullish
$SPY $IWM $NVDA $NFLX,2,Neutral
"When God Appears in Contracts, That’s ‘Force Majeure’ ",2,Neutral
"Brussels restaurant 65 Degres has become the city’s best-rated eatery, largely thanks to rave reviews of its staff,… https://t.co/g8BjAQANfD",2,Neutral
Tata Steel Q3 Results: Surprise Loss As Weak Demand Conditions Persist,0,Bearish
The Oil Industry's Radioactive Secret https://t.co/1EYo7avPcd,2,Neutral
"Leave with this --&gt;  It is only failure if you stay down after the fall.  Get back up, dust yourself off and start anew.",2,Neutral
How is a bank's GSIB score calculated https://t.co/m7AIabn6U0,2,Neutral
"S&P 500 earnings upside in 2020 will ‘primarily depend’ on U.S.-China trade deal, says JP Morgan https://t.co/CZBvuUZvJW",2,Neutral
Space Weather Threatens Businesses,2,Neutral
Swedish man extradited to the US on $11m crypto fraud charges,2,Neutral
Hong Kong Banks Give Extra Days Leave to Staff Amid Virus Outbreak,2,Neutral
Averages end flat https://t.co/xh9sdQjikB,2,Neutral
"engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener… https://t.co/bwNFFeO1w4",1,Bullish
LTRPB,2,Neutral
Fortum Oyj reports Q4 results,2,Neutral
"Natural Gas $UNG with a bounce today seeing 28,000 March $14 calls active early today",1,Bullish
$WW heavy....,1,Bullish
Madison Square Garden shares up 1.2% premarket,1,Bullish
"$KHC (+4.2% pre) Kraft Heinz stock rises on expected first-quarter sales gain - MW

https://t.co/hYupgnRQ86",1,Bullish
"$HPQ: HP sends letter to Xerox (XRX), reiterates rejection of proposal https://t.co/ndq3aAwthD",2,Neutral
"McDonald's could be the key to $1 billion in sales for Beyond Meat, UBS says https://t.co/Yszf0Gfz93 by @heidi_chung https://t.co/ToTuDKhmBI",1,Bullish
Highlight: @RealSportsHBO Correspondent David Scott talks about the 2011 Fukushima nuclear disaster and the 2020 Ol... https://t.co/eArXb24orH,2,Neutral
Credit Suisse Taps First Swiss Chief in Decades Amid Turmoil,2,Neutral
Tesla Cybertruck: 5 important questions about the polarizing EV https://t.co/71KKuvkr2q,2,Neutral
U.S. crude flows to Europe set to rise as virus hits Asia demand,1,Bullish
"Is AVROBIO, Inc. (AVRO) Going to Burn These Hedge Funds?",2,Neutral
"Aethlon Medical EPS beats by $0.75, beats on revenue",1,Bullish
Dongfeng Is Poised to Sell Down Stake in PSA to French Investor,2,Neutral
Tesla's Return to Profitability Is Not Sustainable,0,Bearish
"$PDSB another good bottom chart. CMF shows money flowing into the stock at a fast pace. Plus, all key momentum indi… https://t.co/BCXQTGatEI",1,Bullish
The David Rubenstein Show: Bank of America CEO Brian Moynihan,2,Neutral
Credit Suisse's James Sweeney expects a modest move higher in core inflation https://t.co/ZcOZJwxfI3 https://t.co/KW2WeBGgYz,0,Bearish
Neptune amends and restates processing agreement with Canopy,2,Neutral
U.S. exports to China to nearly double in 'totally done' trade deal: Lighthizer,1,Bullish
$PTCT: PTC Therapeutics announces that the FDA has granted priority review for the New Drug Application for... https://t.co/EIQ7MgrPSc,1,Bullish
Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,0,Bearish
The New Hampshire primaries are tomorrow and Democrats have been competing over independent voters. Pete Buttigie… https://t.co/ArKS7vfjpC,2,Neutral
Market Volatility Bulletin: Stocks Get A Reprieve With Yet Another 5%+ Up Day. https://t.co/pLO1a4mtB9 #finance #economy #markets,1,Bullish
What is a cyclical stock? A defensive one? Here's the answer: https://t.co/n7pG0Kw8qQ,2,Neutral
"Cresco Labs Closes Acquisition of Hope Heal Health, Inc., Launches First Day of Adult-Use Cannabis Sales in Massachusetts",2,Neutral
"$MDCO (+22.6% pre) Novartis $NVS to Swallow Up The Medicines Company for $9.7 Billion - TheStreet

https://t.co/vH7LO4WqmY",1,Bullish
"Abiomed EPS beats by $0.03, misses on revenue",2,Neutral
Justice Department indicts four members of China's military for Equifax hack https://t.co/0NoHkrWqaN,2,Neutral
$SUMRX: Economic Summary: No US data today; Consumer Confidence out tomorrow at 10:00 ET https://t.co/qArKnRP6XF,2,Neutral
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",1,Bullish
"As Africa Drowns In Debt To China, IMF Sounds The Alarm https://t.co/WFfZkXhlLG",0,Bearish
What’s Next for the Proteostasis Cystic Fibrosis Pipeline,2,Neutral
Do Hedge Funds Love Virtusa Corporation (VRTU)?,2,Neutral
Edited Transcript of BDX earnings conference call or presentation 6-Feb-20 1:00pm GMT,2,Neutral
Science Applications International to buy Unisys's U.S. Federal business for $1.2 bln,2,Neutral
Stocks start with solid gains; tech a strong early leader https://t.co/orxPJBKlr3,1,Bullish
"Comparable sales missed estimates at Home Depot, shares down 4.6% premarket",0,Bearish
Did Hedge Funds Drop The Ball On El Pollo LoCo Holdings Inc (LOCO) ?,2,Neutral
Job Openings Smash Expectations In Delayed JOLTS Report  https://t.co/7tHGcCcxei,1,Bullish
NEW: Sentiment among U.S. small businesses collapsed in March by the most on record https://t.co/Xbcd2Qga4z https://t.co/54O5fUrHu7,0,Bearish
Yum Brands Q4 Taco Bell same-store sales up 4%; FactSet consensus up 3.2%,1,Bullish
"44,000 hotels with 1.2 million rooms on four continents. Meet 26-year-old Ritesh Agarwal, a college dropout who fou… https://t.co/ZmBDGnxCLc",2,Neutral
Taiwan says it will help Hong Kong if violence continues https://t.co/8j9O545Rdb,2,Neutral
"Urban Outfitters stock tanks after Q3 profit, sales misses",0,Bearish
$CFPZF - Canfor: Take-Private Bid Significantly Undervalues The Company. Continue reading: https://t.co/xJJJJoJsva… https://t.co/D7EuY5MZ6b,2,Neutral
UPDATE 1-Saudi airline flynas in talks to exercise Airbus A320neo options,2,Neutral
"Carlyle, Hellman backed PDD raises $1.6bn from IPO",2,Neutral
"Boeing, suppliers slip as Wall Street counts MAX halt costs",0,Bearish
Bank of Canada’s Poloz Sees Era of Low Global Interest Rates,2,Neutral
"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap… https://t.co/azGQNy7Btm",1,Bullish
BioArctic teams up with Eisai to further characterize Alzheimer's candidate BAN2401,2,Neutral
"Bank of England Mark Carney is hanging up his hat. So what's next for the central bank leader?

@flacqua sits down… https://t.co/xxqMzXupmE",2,Neutral
The Splunk Data-to-Everything Platform Brings Speed and Scale to McLaren,2,Neutral
"Hedge Funds Have Never Been This Bullish On Fastly, Inc. (FSLY)",1,Bullish
At the open (11/25/2019),2,Neutral
Short-Sellers Are Winning Their Bet Against the Royal Mail,2,Neutral
"At the end of October, housing inventory nationwide fell to a 3.9 month supply, according to NAR. A healthy market,… https://t.co/RexchXRzyA",1,Bullish
Westpac Banking : Announces Response Plan #WestpacBanking #Stock #MarketScreener https://t.co/2omy81w7tT https://t.co/Mr1tuXbkWY,2,Neutral
"RECAP 11/22 -Neg Comments:
$BWA - Wolfe
$ST - Wolfe
$NVDA - Daiwa
$STAY - Nomura
$CAAP - Oppenheimer
$SEDG - Williams Trading",0,Bearish
Another new Stock Market Record. Enjoy!,1,Bullish
Iran Defuses Second Cyberattack in Less Than a Week: Minister,2,Neutral
SI-BONE up 6% on new coverage of iFuse implant,1,Bullish
"Voya Q4 beats, sees 10% normalized EPS growth in 2020, 2021",1,Bullish
A group of investors sued 4 cryptocurrency exchanges and 7 issuers claiming they sold billions of dollars of unregi… https://t.co/awo2JBfMUd,0,Bearish
$SLG - SL Green rises 3.5% in two-day advance https://t.co/3qMBfwfQWN,1,Bullish
$TOMZ - TOMI Environmental Solutions reports Q3 results https://t.co/QIkYqnVgBd,2,Neutral
Dragonfly collaborates with Abbvie for autoimmune diseases and oncology,2,Neutral
"Benzinga's Top Upgrades, Downgrades For December 17, 2019",2,Neutral
"Auto Expo 2020: Now, Volkswagen Says India’s Electric Vehicle Market Isn’t Viable Yet",2,Neutral
"CNBC-TV18 Market Highlights: Sensex ends 163 points higher, Nifty holds 12,100; PSU bank index up 2.6% - CNBCTV18",1,Bullish
Justices seem to favor insurers' Obamacare claims for $12B https://t.co/xUiexlNf66 https://t.co/h2SNcp0plY,2,Neutral
$UMRX nice volume this morning. Confirming the possible short-term bottom.,1,Bullish
Pinduoduo's stock plunges 23% premarket on heavy volume after Q3 results,0,Bearish
$ETN - Eaton offloads auto fluid conveyance business https://t.co/6IakZmzNb1,2,Neutral
$LASR - nLIGHT (LASR) Investor Presentation - Slideshow. Subscribe to Seeking Alpha for more:… https://t.co/08AyOeTPAD,2,Neutral
$XLE: Sector Briefing: Energy https://t.co/rN4haqh9N9,2,Neutral
Consider your Christmas list complete:  https://t.co/vmELlHWaZa,2,Neutral
SOCi Adds Localized Marketing Pioneer Chad Jordan to the Team,2,Neutral
London Stock Exchange : Public policy and social science cross disciplinary divide #LondonStockExchange #Stock... https://t.co/3IVIYQwlPc,2,Neutral
Large migration flows from #Venezuela are expected to place immediate pressures on fiscal spending and labor market… https://t.co/DPz0zFUV2Q,2,Neutral
"Should You Buy Lee Enterprises, Incorporated (LEE)?",2,Neutral
"Not appropriate to compare energy stocks to tobacco, Chevron CEO says",2,Neutral
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/H5iCiGtUtn,1,Bullish
BlackRock : Energy and Resources Income Trust Plc - Net Asset Value(s) #BlackRock #Stock #MarketScreener… https://t.co/ZB7ErkO8nJ,2,Neutral
Finance Minister Begins Pre-Budget Consultations Starting Monday,2,Neutral
Paving The Way For The Last Hurrah. Read more and sign up for updates: https://t.co/wCvzjWoxp7 #economy #investing #stockmarket,2,Neutral
Ruling on Ryanair bid to delay COO's easyJet move set for next week,2,Neutral
MakeMyTrip Q3 2020 Earnings Preview,2,Neutral
Cynata Therapeutics : CYP Files Application to Commence Phase 2 CLI Clinical Trial #CynataTherapeutics #Stock… https://t.co/WcFhiKZF2S,2,Neutral
$DNZOF $DNZOY - Denso reports Q3 results https://t.co/ppxyqJSIY8,2,Neutral
"Does Home Bancshares, Inc. (Conway, AR) (NASDAQ:HOMB) Have A Good P/E Ratio?",2,Neutral
Oil resumes decline as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,0,Bearish
"Hedge Funds Have Never Been More Bullish On MGE Energy, Inc. (MGEE)",1,Bullish
Central banks must evolve to help governments fight coronavirus https://t.co/mfSJuTKUDm,2,Neutral
Trump: 'Exports would zoom' if Fed lowers rates,2,Neutral
Hedge Funds Have Never Been This Bullish On Chiasma Inc (CHMA),1,Bullish
Huawei gets 90-day extension for doing business with U.S. companies,2,Neutral
Edited Transcript of NE earnings conference call or presentation 31-Oct-19 1:00pm GMT,2,Neutral
Added 50k shares $CHFS thanks for the pullback !!,1,Bullish
Steve Lacy makes his charisma and idiosyncratic talent felt in London https://t.co/EhVsq1YLbm,2,Neutral
$APOP on scans.,2,Neutral
We can learn from others' mistakes and simplify the federal tax code to slow the growth in income inequality and im… https://t.co/X9doiBMAD7,2,Neutral
A New Zealand man has been found guilty of murdering 22-year-old British backpacker Grace Millane. Millane was kil… https://t.co/LotPF5rrxN,2,Neutral
Gilead's Second CAR-T Treatment Suffers the Same Issues as Yescarta,0,Bearish
Does Planet Green Holdings Corp. (NYSEMKT:PLAG) Have A High Beta?,2,Neutral
Treasury yields retreat as solid bond sale underlines appetite for debt https://t.co/RW9YcAwyZc,2,Neutral
How the Rise of At-Home Fitness Services Could Benefit Lululemon Athletica,1,Bullish
"Safe-havens rise on coronavirus concerns, stocks rebound",1,Bullish
Ubiquiti Inc. Reports Second Quarter Fiscal 2020 Financial Results,2,Neutral
$RMD - ResMed buys CPAP resupply software developer https://t.co/33RiIDdfn5,2,Neutral
Nuveen Virginia Quality Municipal Income Fund declares $0.0445 dividend,2,Neutral
Brazil minister says it's 'impossible' to put value on Eletrobras privatization https://t.co/XW6C3vlrys https://t.co/CUcOenJhTx,2,Neutral
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,Bullish
$BAM $BPY $PVVLF - Investing With Brookfield: Achieving Attractive Risk/Reward And High Yield Simultaneously.… https://t.co/sIPdqv37EU,2,Neutral
Software Acquisition prices $130M initial public offering,2,Neutral
ECB to ease collateral requirements for banks looking to borrow #economy #MarketScreener https://t.co/rlYmLpiGKA https://t.co/9v3IP9D10o,2,Neutral
"All The Best Facebook Portal Black Friday Deals (2019): Facebook Portal TV, Mini & Plus Sales Compared by Spending Lab",2,Neutral
"Surviving The Late Cycle, But Still Earning Something. Subscribe to Seeking Alpha for more: https://t.co/yv0EYfK3OZ… https://t.co/MDUXlx9Plj",2,Neutral
Hedge Funds Have Never Been This Bullish On Trecora Resources (TREC),1,Bullish
Tencent In Talks to Form Consortium for Universal Music Group Stake,2,Neutral
U.S. LNG producers fear more price drops as they await China buys under Phase 1 deal https://t.co/JFI0VN2QD3 https://t.co/dallBPbDVS,0,Bearish
$SCANX: Mid cap notable movers of interest -- StoneCo (STNE) gains on third quarter results https://t.co/n5OuEbYB76,2,Neutral
"Honda raises profit forecast, sticks to Wuhan plant schedule",1,Bullish
"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",1,Bullish
"After cutting 4,000 jobs, GM is hiring, but not for traditional gasoline-powered vehicles",2,Neutral
Asian Shares Jump as Hong Kong Pro-Democracy Candidates Score Major Victory,1,Bullish
"Stocks could rocket higher from here, history shows: Morning Brief https://t.co/b2iiWYhKSS by @SamRo https://t.co/TMIheTmziA",1,Bullish
"Apellis Pharmaceuticals, Inc. (APLS) Climbs 3.23% Today: Breaking Down The Root Causes - Find News",1,Bullish
Our Take On The Brink's Company's (NYSE:BCO) CEO Salary,2,Neutral
"From guns to tobacco to health care, here are the industries a President Mike Bloomberg would affect. https://t.co/zNGufrY83P",2,Neutral
Facebook rejects AG Barr's request to stop encryption plans for messaging apps https://t.co/Tkyy7abxUi,2,Neutral
Porch pirates swipe packages from a third of holiday shoppers https://t.co/S2PsYxUn5s by @denitsa_tsekova https://t.co/3CBXS34Hqi,2,Neutral
TikTok looks to diversify users as U.S. pressure mounts,0,Bearish
Why Campbell Soup Company's (NYSE:CPB) High P/E Ratio Isn't Necessarily A Bad Thing,1,Bullish
Canadian dollar slips to 4-month low as virus worries offset housing gains #economy #MarketScreener… https://t.co/4feqIgMwiB,0,Bearish
Exclusive: France ramps up pressure to shift $200 billion euro clearing away from London - sources,2,Neutral
Did TCF Financial's Chemical Merger Spark a Positive Reaction for Investors?,2,Neutral
"Taurus Investment sells $614m logistics portfolio, exits fund",2,Neutral
"No Dates Set for Argentine Debt Talks, IMF Spokesman Says",2,Neutral
Why does a company become a monopoly? @Noahpinion looks at an intriguing theory https://t.co/cpvzbRLD74 via @bopinion,2,Neutral
Stocks rose slightly on Friday but headed for their first weekly decline amid uncertainties around the U.S.-China t… https://t.co/sGXQfU6Okt,2,Neutral
Penn National Gaming -4% after earnings,0,Bearish
Item 9 Labs reports Q4 results,2,Neutral
Here’s what bugs Democratic presidential candidate Michael Bennet about the front-runners https://t.co/WbeSOQXEmh b… https://t.co/I1wGD5GQBN,2,Neutral
How Many Reliance Communications Limited (NSE:RCOM) Shares Do Institutions Own?,2,Neutral
The SECURE Act is meant to aid Americans' ability to save for #retirement. What about access to savings for financi… https://t.co/abdEFgJWlz,2,Neutral
"A 16,700% return in 50 years makes Hong Kong's benchmark stock index the world's best https://t.co/n1z62yd415 https://t.co/83tvS3rUoh",1,Bullish
Fed's Rosengren says U.S. unlikely to have economic downturn in 2020,1,Bullish
Molson Coors said to be weighing sale of European business,2,Neutral
This is what it's like to run a 112-kilometer trail over South Korea's tallest mountain. https://t.co/HO2nYKFTGg https://t.co/TG4O2dski8,2,Neutral
Merger Arbitrage Mondays - Novartis Confirms Acquisition Of The Medicines Company. Get more info on Seeking Alpha:… https://t.co/OJYNKIoTb9,2,Neutral
Ottawa Savings Bancorp reports Q4 results,2,Neutral
Is Cronos Group Inc. (CRON) A Good Stock To Buy?,2,Neutral
$BTI $MO - Altria & British American Tobacco: Perhaps The Nightmare Is Finally Ending. Continue reading:… https://t.co/WNW4FnB3rE,2,Neutral
cbdMD’s CBD PM and CBD Freeze Awarded 2020 Product of the Year,2,Neutral
".@JimCramer's solution for a lack of market participation? ""Raise the roof on IRA:"" https://t.co/IP6xHN4Fz2 https://t.co/F3CvJ3iVc4",2,Neutral
WATCH: Why is 2019 on pace to be the largest year ever for healthcare technology? @GoldmanSachs Investment Banking… https://t.co/TJKrWqal07,1,Bullish
$AMC - AMC Entertainment rallies after big Frozen 2 weekend https://t.co/mJNeMgGkIB,1,Bullish
STATEMENT FROM THE DOMINICAN REPUBLIC MINISTER OF TOURISM FRANCISCO JAVIER GARCÍA  https://t.co/R4zUobXF8P,2,Neutral
Japan Finds 41 More Virus Cases on Cruise Ship,2,Neutral
Ameritrade shares ascend toward multimonth high and Schwab dips on deal news https://t.co/PnkM9Zz8fb,1,Bullish
Market Snapshot: Retail pump sales of gasoline and diesel make up most of the transportation sector's energy demand… https://t.co/xc0SeRKAo2,2,Neutral
$WIRES: On The Wires https://t.co/1nIhU6T9Qw,2,Neutral
$MGI: Moneygram announces that Ripple has made the final $20 mln investment in MoneyGram equity pursuant to Ripple'… https://t.co/VYjf2tso5Z,2,Neutral
Qualcomm provides three-year targets,2,Neutral
$BIIB 😀 https://t.co/j5gwpGJVu1,2,Neutral
"Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",2,Neutral
Saudi Arabia to Block Return of Expats Who Travel to China,2,Neutral
Wipro Wins Multi-Year Strategic IT Deal From Marelli,2,Neutral
Is Lexington Realty Trust (NYSE:LXP) A Good Stock To Buy?,2,Neutral
UDR upgraded to overweight from sector weight at KeyBanc Capital,1,Bullish
"Oaktree Specialty Lending NII misses by $0.02, misses on total investment income",0,Bearish
Kenya’s central bank lowers interest rates for the first time in 16 months https://t.co/yQpS4kMTOD https://t.co/ExAA5O8fT1,2,Neutral
"$W (+4.9% pre) BofA Securities Upgrades Wayfair (W) to Buy

https://t.co/HZ6qUNSeSE",1,Bullish
"The Fed announced a massive second wave of initiatives to support the U.S. economy, many specifically targeting com… https://t.co/6wgz15jypX",2,Neutral
